name,amount,date,production_company,channel,format,genre,fund_name
Te Radar's Chequered Past,"$1,021,408",Aug 2013,Zeitgeist Productions,TV One,8 x 30 mins,Documentary,TV Production
I Am Innocent 1,"$654,269",Aug 2013,Screentime New Zealand,TV One,6 x 60 mins,Documentary,TV Production
Vodafone NZ Music Awards 2013,"$161,817",Aug 2013,MediaWorks TV,FOUR,1 x 150 mins,Arts/Culture,TV Production
Through The Lens,"$122,082",Aug 2013,Maori Television,Maori Television,1 x 60 mins,Documentary,TV Production
How Bizarre,"$125,135",Jun 2013,Big Pictures Company,Maori Television,1 x 60 mins,Documentary,TV Production
The Black Legacy,"$114,346",Jun 2013,Maui Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Whare Tapa Wha,"$124,880",Jun 2013,Marchford Films,Maori Television,1 x 60 mins,Documentary,TV Production
Attitude Awards 2013,"$148,285",Jun 2013,Attitude Pictures,TV One,1 x 60 mins,Special Interest,TV Production
Great War Stories 2014 & 2015,"$137,117",Jun 2013,A C Productions,TV3,14 x 4 mins,Documentary,TV Production
Anzac Girls,"$480,000",Jun 2013,Screentime New Zealand,Prime,6 x 60 mins,Drama,TV Production
Christchurch From The Streets: Re-Edited Version,"$28,020",Jun 2013,Frank Film,TV One,6 x 30 mins,Documentary,TV Production
Drug Court,"$125,791",Jun 2013,Notable Pictures,Maori Television,1 x 60 mins,Documentary,TV Production
Te Kati: The Goethe Mystery,"$125,603",Jun 2013,Kura Productions,Maori Television,1 x 60 mins,Documentary,TV Production
TV Captioning & Audio Description Q1 & Q2 2013/14,"$850,000",Jun 2013,TVNZ,Captioning and Audio Description,,,Captioning and Audio Description
Consent - The Louise Nicholas Story,"$2,665,075",Jun 2013,Condor Encore,TV One,1 x 120 mins,Drama,TV Production
The Kick,"$2,807,184",Jun 2013,Great Southern Television,TV One,1 x 120 mins,Drama,TV Production
The Berry Boys,"$203,895",Jun 2013,Production Shed TV,TV One,1 x 60 mins,Documentary,TV Production
Media Access Charitable Trust Establishment Grant,"$400,000",Jun 2013,Media Access Charitable Trust,Captioning and Audio Description,,,Captioning and Audio Description
Educating Tama,"$125,000",Mar 2013,Scottie Douglas Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Undercover Rescue,"$89,968",Mar 2013,Paua Productions,TV One,1 x 60 mins,Documentary,TV Production
Cover Band,"$1,181,821",Mar 2013,The Downlowconcept,TV One,6 x 30 mins,Comedy,TV Production
Jono And Ben At Ten 2013,"$948,651",Mar 2013,TVWorks,TV3,20 x 30 mins,Comedy,TV Production
Smokefree Rockquest 2013,"$304,727",Mar 2013,Satin & Lace Productions,FOUR,6 x 30 mins,Children,TV Production
The Late Night Big Breakfast 1,"$210,305",Mar 2013,Moon Enterprises,TV One,10 x 30 mins,Comedy,TV Production
The Naughty Bits,"$394,823",Mar 2013,Top Shelf Productions,Prime,3 x 60 mins,Arts/Culture,TV Production
The Man Who Knew Too Much,"$174,300",Mar 2013,Messenger Films,Prime,1 x 60 mins,Documentary,TV Platinum Fund
Reality Trip,"$958,846",Dec 2012,Top Shelf Productions,TV3,7 x 60 mins,Documentary,TV Production
Comedy Gala 2013,"$124,133",Dec 2012,TVWorks,TV3,1 x 120 mins,Comedy,TV Production
Nothing Trivial 3,"$6,734,000",Dec 2012,South Pacific Pictures,TV One,13 x 60 mins,Drama,TV Production
Q + A 2013,"$800,000",Dec 2012,Television New Zealand,TV One,39 x 60 mins,News / Current Affairs,TV Platinum Fund
Songs From The Inside 2,"$245,000",Dec 2012,Awa Films,Maori Television,11 x 30 mins,Documentary,TV Production
Street Hospital 1,"$575,000",Dec 2012,The Gibson Group,TV 2,10 x 30 mins,Documentary,TV Production
The Nation 2013,"$890,840",Dec 2012,Front Page,TV3,36 x 60 mins,News / Current Affairs,TV Platinum Fund
The Vote,"$905,000",Dec 2012,TVWorks,TV3,10 x 60 mins,Documentary,TV Platinum Fund
War News,"$1,845,000",Dec 2012,The Gibson Group,Prime,5 x 60 mins,Documentary,TV Platinum Fund
The Life And Times Of Temuera Morrison,"$424,887",Dec 2012,Black Inc Media,TV One,8 x 30 mins,Documentary,TV Production
The Almighty Johnsons 3,"$6,900,000",Oct 2012,South Pacific Pictures,TV3,13 x 60 mins,Drama,TV Production
Real Pasifik 1,"$295,000",Oct 2012,Zoomslide Media,TV One,7 x 30 mins,Special Interest,TV Production
Young Farmer Contest 2013,"$99,913",Oct 2012,Dexterity Productions,TV One,1 x 60 mins,Special Interest,TV Production
Rural Delivery 2013,"$1,100,000",Oct 2012,Showdown Productions,TV One,40 x 30 mins,Special Interest,TV Production
Just The Job 8,"$167,403",Oct 2012,Dave Mason Productions,TV 2,10 x 30 mins,Children,TV Production
Let's Get Inventin' 7,"$572,460",Oct 2012,Luke Nola & Friends,TV 2,10 x 30 mins,Children,TV Production
Both Worlds 2,"$382,816",Oct 2012,Notable Pictures,TV3,10 x 30 mins,Special Interest,TV Production
Anzac Day 2013,"$100,000",Oct 2012,Maori Television Service,Maori Television,1 x 180 mins,Arts/Culture,TV Production
Operation Hero 3,"$480,000",Oct 2012,The Gibson Group,TV 2,10 x 30 mins,Children,TV Production
Sticky TV 2013,"$2,244,442",Oct 2012,Pickled Possum Productions,FOUR,250 x 35 mins,Children,TV Production
Girl Vs Boy 2,"$1,006,998",Oct 2012,KHF Media,TV 2,7 x 30 mins,Children's Drama,TV Production
Fresh 2013,"$800,613",Oct 2012,Television New Zealand,TV 2,20 x 30 mins,Youth,TV Production
Polyfest 2013,"$251,257",Oct 2012,Television New Zealand,TV 2,6 x 30 mins,Arts/Culture,TV Production
Anzac Day National Comm. Service 2013,"$44,992",Oct 2012,Television New Zealand,TV One,1 x 90 mins,Arts/Culture,TV Production
First Crossings 2,"$1,037,748",Oct 2012,Eyeworks New Zealand,TV One,8 x 60 mins,Documentary,TV Production
Attitude 2013,"$1,718,450",Oct 2012,Attitude Pictures,TV One,35 x 30 mins,Special Interest,TV Production
Totes Maori,"$958,911",Oct 2012,TVNZ,TV 2,25 x 30 mins,Youth,TV Production
7 Days 2013,"$939,795",Oct 2012,TVWorks,TV3,32 x 30 mins,Comedy,TV Production
The Nutters Club 4,"$346,501",Oct 2012,Top Shelf Productions,Maori Television,20 x 30 mins,Special Interest,TV Production
Media3 2013,"$500,858",Oct 2012,Top Shelf Productions,TV3,20 x 30 mins,Special Interest,TV Production
Moe,"$299,951",Oct 2012,Pop-Up Workshop,FOUR,30 x 5 mins,Children,TV Production
Pukana Subtitles 2013,"$68,680",Oct 2012,Cinco Cine Film Productions,FOUR,96 x 30 mins,Special Interest,TV Production
Tagata Pasifika 2013,"$1,554,912",Oct 2012,TVNZ,TV One,52 x 30 mins,Special Interest,TV Production
Small Blacks TV 2013,"$200,000",Oct 2012,Cereal TV,TV 2,21 x 30 mins,Children,TV Production
Best Bits 1,"$385,280",Oct 2012,The Downlowconcept,TV One,13 x 30 mins,Comedy,TV Production
The Erin Simpson Show 2013,"$3,080,400",Oct 2012,Whitebait Productions,TV 2,200 x 35 mins,Children,TV Production
Mahana,"$400,000",Oct 2012,The Patriarch Limited,Maori Television,1 x 120 mins,Drama,TV Production
Tiki Tour 3,"$1,585,472",Oct 2012,Tiki Tour (2010),TV 2,112 x 30 mins,Children,TV Production
The Works,"$120,266",Oct 2012,Top Shelf Productions,Prime,1 x 60 mins,Documentary,TV Production
What Now 2013,"$3,088,700",Oct 2012,What Now,TV 2,40 x 120 mins,Children,TV Production
Poppet Stars,"$387,865",Oct 2012,You And Media,TV 2,25 x 5 mins,Children,TV Production
Praise Be 2013,"$330,000",Oct 2012,Television New Zealand,TV One,40 x 30 mins,Special Interest,TV Production
Neighbourhood 2013,"$1,399,798",Oct 2012,Satellite Media Group,TV One,35 x 30 mins,Special Interest,TV Production
Gloriavale: A World Apart,"$119,033",Aug 2012,Pacific Screen,TV 2,1 x 60 mins,Documentary,TV Production
Animal Files,"$449,293",Aug 2012,Screentime New Zealand,Prime,13 x 30 mins,Documentary,TV Production
Attitude Awards 2012,"$120,935",Aug 2012,Attitude Pictures,TV One,1 x 60 mins,Special Interest,TV Production
Auckland Daze 2,"$834,980",Aug 2012,Brown Sugar Apple Grunt Productions,TV One,6 x 30 mins,Comedy,TV Production
Back Benches 2013,"$629,187",Aug 2012,TVNZ,Prime,20 x 60 mins,Special Interest,TV Production
Ben & Steve World Famous In...,"$134,283",Aug 2012,TVWorks,TV3,4 x 60 mins,Comedy,TV Production
Beyond The Edge,"$199,000",Aug 2012,General Film Corporation,TV One,1 x 120 mins,Documentary,TV Platinum Fund
Country Calendar 2013,"$425,036",Aug 2012,Television New Zealand,TV One,30 x 30 mins,Documentary,TV Production
El Alamein - The 70Th Anniversary,"$81,500",Aug 2012,Maori Television Service,Maori Television,1 x 60 mins,Documentary,TV Production
Family Secret,"$819,768",Aug 2012,Eyeworks New Zealand,TV3,10 x 30 mins,Documentary,TV Production
Field Punishment No. 1,"$2,742,840",Aug 2012,Lippy Pictures,TV One,1 x 120 mins,Drama,TV Platinum Fund
Hope & Wire,"$5,142,664",Aug 2012,GPP-H&W,TV3,6 x 60 mins,Drama,TV Platinum Fund
New Zealand Television Awards 2012,"$150,000",Aug 2012,Television New Zealand,TV One,1 x 90 mins,Arts/Culture,TV Production
Our Big Blue Backyard 1,"$1,680,000",Aug 2012,NHNZ,TV One,6 x 60 mins,Documentary,TV Platinum Fund
Making New Zealand,"$600,993",Aug 2012,Top Shelf Productions,Prime,4 x 60 mins,Documentary,TV Platinum Fund
Along For The Ride,"$430,695",Aug 2012,The Gibson Group,TV One,7 x 30 mins,Documentary,TV Production
Te Ara Wairua - A New Hope,"$200,020",Aug 2012,Brave Star Media,Maori Television,11 x 30 mins,Documentary,TV Production
Radar Across The Pacific 2,"$499,349",Aug 2012,Zeitgeist Productions,TV One,8 x 30 mins,Documentary,TV Production
Super City 2,"$1,596,926",Aug 2012,Super Fumes,TV3,8 x 30 mins,Comedy,TV Production
Short Poppies,"$700,526",Aug 2012,Augusto,TV One,8 x 30 mins,Comedy,TV Production
The Dark Horse,"$198,000",Aug 2012,Genesis Pictures,TV One,1 x 120 mins,Drama,TV Production
Nigel Latta,"$749,787",Aug 2012,Razor Films,TV One,6 x 60 mins,Documentary,TV Production
The Year That Was,"$211,705",Aug 2012,Satellite Media Group,TV 2,4 x 60 mins,Comedy,TV Production
Topp Country 1,"$586,763",Aug 2012,Diva Productions,TV One,10 x 30 mins,Documentary,TV Production
X Factor NZ 1,"$1,600,000",Aug 2012,TVWorks,TV3,30 x 60 mins,Arts/Culture,TV Production
Vodafone NZ Music Awards 2012,"$144,533",Aug 2012,MediaWorks TV,FOUR,1 x 150 mins,Arts/Culture,TV Production
NZ Story,"$926,759",Jun 2012,Jam TV,TV One,16 x 30 mins,Documentary,TV Production
Black And White,"$83,885",Jun 2012,Attitude Pictures,Prime,2 x 60 mins,Special Interest,TV Production
Go Girls 5,"$6,672,500",Jun 2012,South Pacific Pictures,TV 2,13 x 60 mins,Drama,TV Production
The Exponents,"$119,988",Jun 2012,Notable Pictures,Prime,1 x 90 mins,Documentary,TV Production
Inside Reports,"$365,000",Jun 2012,Red Sky Film & Television,TV3,2 x 60 mins,Documentary,TV Production
Aftermath,"$917,588",Jun 2012,Paua Productions,Prime,5 x 60 mins,Documentary,TV Production
Shearing Gang 2,"$423,845",Jun 2012,Great Southern Television,Prime,10 x 30 mins,Documentary,TV Production
The Nowies,"$145,700",Jun 2012,What Now,TV 2,1 x 60 mins,Children,TV Production
Keeping It Pure,"$1,123,962",Jun 2012,Greenstone TV,Prime,6 x 60 mins,Documentary,TV Platinum Fund
The Secret Lives Of Dancers 3,"$661,212",Jun 2012,Eyeworks New Zealand,TV3,8 x 30 mins,Arts/Culture,TV Production
TV Captioning & Audio Description 2012/13,"$2,610,148",Jun 2012,TVNZ,Captioning and Audio Description,,,Captioning and Audio Description
Media3 2012,"$491,324",Jun 2012,Top Shelf Productions,TV3,20 x 30 mins,Special Interest,TV Production
Mind The Gap,"$160,890",Jun 2012,Red Sky Film & Television,TV3,1 x 60 mins,Documentary,TV Production
A Bit Mental,"$26,038",Jun 2012,Luke Nola & Friends,TV3,1 x 60 mins,Documentary,TV Production
Erebus: Operation Overdue,"$900,000",Jun 2012,Rogue Productions,TV One,1 x 90 mins,Documentary,TV Platinum Fund
Pirates Of The Airwaves,"$900,000",Jun 2012,Lippy Pictures,TV One,1 x 90 mins,Documentary,TV Platinum Fund
Nancy Wake: The White Mouse,"$900,000",Jun 2012,The Gibson Group,TV One,1 x 90 mins,Documentary,TV Platinum Fund
Siege: The Interviews,"$32,437",Mar 2012,Screentime New Zealand,TV One,1 x 60 mins,Documentary,TV Production
White Lies,"$199,999",Mar 2012,Medicinal Films,TV One,1 x 120 mins,Drama,TV Production
Jono And Ben At Ten 2012,"$897,364",Mar 2012,TVWorks,TV3,20 x 30 mins,Comedy,TV Production
The Prophets,"$211,524",Mar 2012,Scottie Douglas Productions,Maori Television,7 x 30 mins,Documentary,TV Production
Smokefree Rockquest 2012,"$301,312",Mar 2012,Satin & Lace Productions,FOUR,6 x 30 mins,Children,TV Production
Agent Anna 1,"$1,359,850",Mar 2012,Great Southern Television,TV One,6 x 30 mins,Comedy,TV Production
The Last Ocean,"$80,000",Mar 2012,Ross Sea Documentary,Prime,1 x 120 mins,Documentary,TV Production
The Forgotten General,"$179,971",Mar 2012,Kingfisher Films,Prime,1 x 60 mins,Documentary,TV Platinum Fund
Oscar's Guide To The Chinese Zodiac,"$123,000",Mar 2012,Firehorse Films,TV3,1 x 60 mins,Documentary,TV Production
High School,"$272,818",Dec 2011,Wheeler and Simpsons,TV3,1 x 60 mins,Documentary,TV Platinum Fund
Whanau Ora,"$275,000",Dec 2011,Scottie Douglas Productions,TV3,1 x 60 mins,Documentary,TV Platinum Fund
This Town 1,"$748,456",Dec 2011,Jam TV,TV One,8 x 60 mins,Documentary,TV Production
Sunny Skies,"$1,229,799",Dec 2011,Subtext,TV3,6 x 30 mins,Comedy,TV Production
The Blue Rose,"$6,889,922",Dec 2011,South Pacific Pictures,TV3,13 x 60 mins,Drama,TV Production
Prison Families,"$549,878",Dec 2011,The Gibson Group,TV3,10 x 30 mins,Documentary,TV Production
Global Radar 2,"$487,174",Dec 2011,Jam TV,TV One,8 x 30 mins,Documentary,TV Production
Behind The Brush 1,"$157,500",Dec 2011,Awa Films,Maori Television,7 x 30 mins,Arts/Culture,TV Production
The Nation 2012,"$900,000",Dec 2011,Front Page,TV3,36 x 60 mins,News / Current Affairs,TV Platinum Fund
Q + A 2012,"$800,000",Dec 2011,TVNZ,TV One,38 x 60 mins,News / Current Affairs,TV Platinum Fund
Pukana Subtitles 2012,"$71,982",Dec 2011,Cinco Cine Film Productions,FOUR,96 x 30 mins,Special Interest,TV Production
Nga Tamatoa: 40 Years On,"$124,970",Dec 2011,Tumanako Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Why Be A Maori? When You Can Pass For Italian,"$113,048",Dec 2011,Itinui Productions,Maori Television,1 x 60 mins,Documentary,TV Production
The Confessions Of Prisoner T,"$125,012",Dec 2011,Blueskin Films,Maori Television,1 x 60 mins,Documentary,TV Production
The Road To The Globe,"$135,554",Dec 2011,Monsoon Pictures International,Maori Television,1 x 60 mins,Documentary,TV Production
Restoring Hope,"$125,992",Dec 2011,Notable Pictures,Maori Television,1 x 60 mins,Documentary,TV Production
Logan's Run,"$125,685",Dec 2011,Omnicron Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Living In The Dreamtime,"$124,988",Dec 2011,Raukatauri Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Mt Zion,"$199,500",Dec 2011,Small Axe Films,Maori Television,1 x 120 mins,Drama,TV Production
New Zealand's Got Talent 1,"$1,600,000",Dec 2011,Imagination Television,TV One,14 x 60 mins,Arts/Culture,TV Production
He Toki Huna,"$133,709",Dec 2011,Occasional Productions,Maori Television,1 x 60 mins,Documentary,TV Production
Comedy Gala 2012,"$88,609",Dec 2011,TVWorks,TV3,1 x 120 mins,Comedy,TV Production
Comedy Festival Bonanza 2012 - The Radio,"$175,715",Dec 2011,TVWorks,TV3,6 x 30 mins,Comedy,TV Production
Comedy Festival Bonanza 2012 - After Hours,"$34,254",Dec 2011,TVWorks,TV3,2 x 30 mins,Comedy,TV Production
Emergency Medicine,"$272,487",Oct 2011,PRN Films,TV3,1 x 60 mins,Documentary,TV Platinum Fund
Harry,"$3,564,985",Oct 2011,Desert Road,TV3,6 x 60 mins,Drama,TV Platinum Fund
God Defend New Zealand,"$107,298",Oct 2011,Augusto,TV3,1 x 60 mins,Documentary,TV Production
Safe House,"$1,416,835",Oct 2011,Screentime New Zealand,TV One,1 x 120 mins,Drama,TV Production
Helen Clark: The Road To Power / Hard Labour,"$294,505",Oct 2011,Octopus Pictures,TV3,2 x 60 mins,Documentary,TV Production
Neighbourhood 2012,"$1,391,123",Oct 2011,Satellite Media Group,TV One,35 x 30 mins,Special Interest,TV Production
Just The Job 7,"$167,617",Oct 2011,Dave Mason Productions,TV 2,10 x 30 mins,Children,TV Production
Rural Delivery 2012,"$1,060,000",Oct 2011,Showdown Productions,TV One,40 x 30 mins,Special Interest,TV Production
Let's Get Inventin' 6,"$562,232",Oct 2011,Luke Nola & Friends,TV 2,10 x 30 mins,Children,TV Production
Polyfest 2012,"$245,009",Oct 2011,TVNZ,TV 2,6 x 30 mins,Arts/Culture,TV Production
Fresh 2012,"$769,117",Oct 2011,TVNZ,TV 2,16 x 60 mins,Youth,TV Production
Showtime,"$342,398",Oct 2011,Greenstone TV,TV One,6 x 30 mins,Arts/Culture,TV Production
Vodafone NZ Music Awards 2011,"$140,000",Oct 2011,MediaWorks TV,FOUR,1 x 120 mins,Arts/Culture,TV Production
Anzac Day 2012 National Commemorative Service,"$43,919",Oct 2011,TVNZ,TV One,1 x 90 mins,Arts/Culture,TV Production
I Am TV 2012,"$1,433,300",Oct 2011,Television New Zealand,TV 2,35 x 60 mins,Youth,TV Production
Both Worlds 1,"$377,538",Oct 2011,Notable Pictures,TV3,10 x 30 mins,Special Interest,TV Production
Tagata Pasifika 2012,"$1,547,898",Oct 2011,TVNZ,TV One,52 x 30 mins,Special Interest,TV Production
Young Farmer Contest 2012,"$99,321",Oct 2011,Dexterity Productions,TV One,1 x 60 mins,Special Interest,TV Production
Tiki Tour 2,"$2,180,000",Oct 2011,Tiki Tour (2010),TV 2,154 x 30 mins,Children,TV Production
Sticky TV 2012,"$2,244,510",Oct 2011,Pickled Possum Productions,FOUR,250 x 35 mins,Children,TV Production
Wiki The Kiwi 1,"$340,000",Oct 2011,Wiki the Kiwi,TV 2,13 x 7 mins,Children,TV Production
Karli Thomas And Raiders Of The Last Tuna,"$94,958",Oct 2011,2B Media,TV One,1 x 60 mins,Documentary,TV Production
Nothing Trivial 2,"$6,618,000",Oct 2011,South Pacific Pictures,TV One,13 x 60 mins,Drama,TV Production
Girl Vs Boy 1,"$1,034,600",Oct 2011,KHF Media,TV 2,8 x 30 mins,Children's Drama,TV Production
Attitude 2012,"$1,660,200",Oct 2011,Attitude Pictures,TV One,40 x 30 mins,Special Interest,TV Production
Praise Be 2012,"$454,457",Oct 2011,Television New Zealand,TV One,40 x 30 mins,Special Interest,TV Production
The Nutters Club 3,"$346,832",Oct 2011,Top Shelf Productions,Maori Television,20 x 30 mins,Special Interest,TV Production
Operation Hero 2,"$480,000",Oct 2011,The Gibson Group,TV 2,10 x 30 mins,Children,TV Production
Dawn Service 2012: In Remembrance,"$104,594",Oct 2011,Black Inc Media,Maori Television,1 x 135 mins,Arts/Culture,TV Production
The Erin Simpson Show 2012,"$2,280,390",Oct 2011,Whitebait Productions,TV 2,151 x 35 mins,Children,TV Production
Small Blacks TV 2012,"$200,000",Oct 2011,Cereal TV,TV 2,21 x 30 mins,Children,TV Production
Missing Christmas,"$83,425",Oct 2011,Mukpuddy Animation,TV 2,1 x 30 mins,Children,TV Production
7 Days 2012,"$757,060",Oct 2011,TVWorks,TV3,26 x 30 mins,Comedy,TV Production
What Now 2012,"$3,043,785",Oct 2011,What Now,TV 2,40 x 120 mins,Children,TV Production
Charlie Shelford: Rebel Hero,"$116,107",Oct 2011,Black Inc Media,Maori Television,1 x 60 mins,Documentary,TV Production
Saving Tuna,"$115,000",Oct 2011,The Gibson Group,Maori Television,1 x 60 mins,Documentary,TV Production
Siege,"$2,659,965",Aug 2011,Screentime New Zealand,TV One,1 x 120 mins,Drama,TV Platinum Fund
Atamira,"$782,185",Aug 2011,Black Inc Media,Maori Television,6 x 120 mins,Arts/Culture,TV Platinum Fund
Christmas Comedy Special,"$102,914",Aug 2011,Satellite Media Group,TV 2,1 x 120 mins,Comedy,TV Production
Aotearoha: Next Big Things,"$110,653",Aug 2011,MediaWorks TV,TV3,1 x 60 mins,Comedy,TV Production
Golden,"$1,290,185",Aug 2011,South Pacific Pictures,TV3,6 x 30 mins,Comedy,TV Production
Wilson Dixon: A New Zealand Tour,"$91,622",Aug 2011,Satellite Media Group,TV 2,1 x 60 mins,Comedy,TV Production
What Really Happened? The Women's Vote,"$1,583,200",Aug 2011,Eyeworks NZ,TV One,1 x 90 mins,Drama,TV Platinum Fund
Wild About New Zealand,"$1,463,330",Aug 2011,NHNZ,TV One,6 x 60 mins,Documentary,TV Platinum Fund
